1.25,1.245102721,0.72,18.27288788,0.004897279
1.26,1.255531135,0.79,16.73613876,0.004468865
1.27,1.265178043,0.78,16.99045132,0.004821957
1.28,1.286919126,0.79,16.88758857,0.006919126
1.29,1.292669525,0.73,18.41928482,0.002669525
1.3,1.292652664,0.73,18.50050804,0.007347336
1.31,1.291094682,0.79,17.11306987,0.018905318
1.32,1.301026832,0.8,17.00251667,0.018973168
1.33,1.315380391,0.8,16.89025992,0.014619609
1.34,1.331764976,0.73,18.80998219,0.008235024
1.35,1.346901627,0.73,18.88447354,0.003098373
1.36,1.361990828,0.73,18.95817237,0.001990828
1.37,1.375462281,0.73,19.03141652,0.005462281
1.38,1.384677464,0.73,19.10477059,0.004677464
1.39,1.393816192,0.73,19.17756842,0.003816192
1.4,1.402615045,0.73,19.24990246,0.002615045
1.41,1.41141428,0.73,19.32190662,0.00141428
1.42,1.419689767,0.73,19.39370752,0.000310233
1.43,1.427743859,0.73,19.4654762,0.002256141
1.44,1.435755938,0.73,19.53738839,0.004244062
1.45,1.445005576,0.8,17.87185017,0.004994424
1.46,1.45465856,0.8,17.93848552,0.00534144
1.47,1.464093247,0.8,18.0058945,0.005906753
1.48,1.474516802,0.79,18.26670343,0.005483198
1.49,1.485440349,0.8,18.14414468,0.004559651
1.5,1.498858431,0.73,19.98558172,0.001141569
