0.2,0.197537109,0.58,9.280448638,0.002462891
0.21,0.202580201,0.63,8.858275613,0.007419799
0.22,0.21547549,0.59,9.546649315,0.00452451
0.23,0.225110981,0.59,9.72230862,0.004889019
0.24,0.234777747,0.65,9.18054966,0.005222253
0.25,0.249515805,0.59,9.97797027,0.000484195
0.26,0.258287038,0.59,10.14997182,0.001712962
0.27,0.267626198,0.66,9.571455832,0.002373802
0.28,0.28034183,0.66,9.728670213,0.00034183
0.29,0.288394246,0.6,10.55975785,0.001605754
0.3,0.296313266,0.6,10.72525896,0.003686734
0.31,0.303624122,0.66,10.09569848,0.006375878
0.32,0.326754199,0.61,10.94851366,0.006754199
0.33,0.334591014,0.61,11.10758241,0.004591014
0.34,0.343395348,0.61,11.26486094,0.003395348
0.35,0.356662255,0.67,10.58502184,0.006662255
0.36,0.365289137,0.62,11.46573415,0.005289137
0.37,0.372356927,0.62,11.61588915,0.002356927
0.38,0.381597939,0.68,10.89994703,0.001597939
0.39,0.384660193,0.63,11.79825421,0.005339807
0.4,0.393959793,0.63,11.94081234,0.006040207
0.41,0.409104621,0.69,11.1900331,0.000895379
0.42,0.419634437,0.63,12.10469535,0.000365563
0.43,0.431289931,0.63,12.23959426,0.001289931
0.44,0.442628859,0.63,12.37233761,0.002628859
0.45,0.448894986,0.7,11.57606009,0.001105014
0.46,0.463079723,0.64,12.51205978,0.003079723
0.47,0.469700328,0.64,12.63713466,0.000299672
0.48,0.480619552,0.64,12.76019059,0.000619552
0.49,0.492185831,0.64,12.88120169,0.002185831
0.5,0.499668804,0.7,12.03155833,0.000331196
0.51,0.513929714,0.65,12.99266435,0.003929714
0.52,0.520696072,0.65,13.1064647,0.000696072
0.53,0.527305455,0.65,13.21836875,0.002694545
0.54,0.534371424,0.71,12.33027611,0.005628576
0.55,0.548229563,0.72,12.30676002,0.001770437
0.56,0.556410776,0.66,13.41425519,0.003589224
0.57,0.566267231,0.66,13.51789749,0.003732769
0.58,0.575803047,0.66,13.62006834,0.004196953
0.59,0.584398332,0.72,12.68763139,0.005601668
0.6,0.601178821,0.66,13.68769006,0.001178821
0.61,0.609579898,0.66,13.78447344,0.000420102
0.62,0.617454913,0.66,13.87992124,0.002545087
0.63,0.632771056,0.73,12.78595743,0.002771056
0.64,0.640454712,0.67,13.93200594,0.000454712
0.65,0.648169456,0.67,14.02301456,0.001830544
0.66,0.656500345,0.67,14.11289941,0.003499655
0.67,0.667420509,0.73,13.12023741,0.002579491
0.68,0.687462525,0.73,13.20139866,0.007462525
0.69,0.699081913,0.68,14.23765788,0.009081913
0.7,0.709844499,0.68,14.32330352,0.009844499
0.71,0.720516306,0.68,14.40842248,0.010516306
0.72,0.730074632,0.68,14.49289755,0.010074632
0.73,0.738681441,0.75,13.32309533,0.008681441
0.74,0.756125471,0.75,13.39970411,0.016125471
0.75,0.763018821,0.69,14.60105874,0.013018821
0.76,0.76949584,0.69,14.68281304,0.00949584
0.77,0.775310072,0.69,14.76488721,0.005310072
0.78,0.781466574,0.69,14.84691304,0.001466574
0.79,0.789403319,0.69,14.92895199,0.000596681
0.8,0.796924561,0.76,13.71243583,0.003075439
0.81,0.797206102,0.76,13.78839303,0.012793898
0.82,0.809784099,0.76,13.86354132,0.010215901
0.83,0.820744448,0.7,15.10942285,0.009255552
0.84,0.830900569,0.7,15.19075578,0.009099431
0.85,0.842369338,0.7,15.27240855,0.007630662
0.86,0.856011966,0.7,15.35440228,0.003988034
0.87,0.870517013,0.7,15.43603555,0.000517013
0.88,0.882234201,0.77,14.16825429,0.002234201
0.89,0.896723577,0.77,14.24416125,0.006723577
0.9,0.904020327,0.77,14.32081302,0.004020327
0.91,0.911790833,0.7,15.61505183,0.001790833
0.92,0.921043633,0.7,15.69904119,0.001043633
0.93,0.928561925,0.7,15.78351649,0.001438075
0.94,0.935003028,0.7,15.86851106,0.004996972
0.95,0.941192591,0.7,15.95405177,0.008807409
0.96,0.946752927,0.77,14.63651666,0.013247073
0.97,0.955230247,0.77,14.71580673,0.014769753
0.98,0.976394022,0.77,14.9513086,0.003605978
0.99,0.991725953,0.77,14.87596506,0.001725953
1,1.00427682,0.77,15.11403481,0.00427682
1.01,1.014804955,0.77,15.03790363,0.004804955
1.02,1.023379528,0.71,16.40477204,0.003379528
1.03,1.031839485,0.71,16.49347061,0.001839485
1.04,1.041871947,0.71,16.58257855,0.001871947
1.05,1.052579041,0.71,16.6720506,0.002579041
1.06,1.063202554,0.71,16.76185167,0.003202554
1.07,1.072893428,0.71,16.85190902,0.002893428
1.08,1.082130961,0.78,15.45242653,0.002130961
1.09,1.090616028,0.78,15.5351688,0.000616028
1.1,1.099496919,0.78,15.61805239,0.000503081
1.11,1.120167346,0.77,15.86697962,0.010167346
1.12,1.128508757,0.78,15.78400063,0.008508757
1.13,1.136646654,0.78,15.86696987,0.006646654
1.14,1.14469627,0.72,17.31280921,0.00469627
1.15,1.153084104,0.72,17.40236267,0.003084104
1.16,1.161721093,0.72,17.49165718,0.001721093
1.17,1.170438484,0.72,17.58064197,0.000438484
1.18,1.180309176,0.72,17.66913111,0.000309176
1.19,1.192244797,0.72,17.75704555,0.002244797
1.2,1.204451571,0.72,17.84449012,0.004451571
1.21,1.215378795,0.72,17.93140245,0.005378795
1.22,1.220717316,0.72,18.01766695,0.000717316
1.23,1.22672137,0.72,18.1033586,0.00327863
1.24,1.235239528,0.72,18.18845195,0.004760472
