-45,0.157238751982979,0.356157745944641
-46,0.191080634877107,0.367023504280294
-47,0.226573662958396,0.378597754011284
-48,0.247109671115726,0.391830795278066
-49,0.283973991980401,0.401536920747142
-50,0.323582193565887,0.412094326948242
-51,0.363801064994609,0.42163805630902
-52,0.402395388476148,0.431849356308031
-53,0.449833693013898,0.442531238372154
-54,0.492903762350453,0.452064526873545
-55,0.523832991962631,0.466125545475814
-56,0.571398837572856,0.475498865678766
-57,0.620611894029112,0.487339178552365
-58,0.673897640975589,0.500090845676885
-59,0.733807943135665,0.514067430092366
-60,0.806875307306315,0.52851957460299
-61,0.864408833968645,0.544489893219577
-62,0.922745673556723,0.563380906716434
-63,1.01923727230454,0.586586260253519
-64,1.10782653140864,0.604023620403037
-65,1.18738026129466,0.612060004458983
-66,1.2806860856641,0.614438940348324
-67,1.35357141485856,0.614557367536744
-68,1.38234936446713,0.610058655107663
-69,1.43634947972302,0.602435778278774
-70,1.49290801191825,0.60107075910862
-71,1.54514863898265,0.596309403706695
-72,1.59543274723172,0.595648709647488
-73,1.62444528705781,0.598963375028557
-74,1.66296281876501,0.587746408051742
-75,1.71448068345321,0.575624393093496
